id,CpuName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,GpuName,GpuMemorySize,GameResolution,GameSetting,GameName,FPS
122333,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122334,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122335,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122336,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122337,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122338,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122339,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122340,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122341,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122342,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122343,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122344,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122345,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122346,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122347,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122348,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122349,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122350,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122351,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122352,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122353,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122354,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122355,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122356,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122357,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122358,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122359,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122360,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122361,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122362,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122363,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122364,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122365,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122366,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122367,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122368,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122369,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122370,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122371,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122372,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122373,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122374,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122375,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122376,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122377,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122378,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122379,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122380,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122381,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122382,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122383,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122384,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122385,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122386,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122387,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122388,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122389,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122390,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122391,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122392,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122393,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122394,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122395,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122396,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122397,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122398,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122399,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122400,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122401,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122402,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122403,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122404,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122405,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122406,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122407,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122408,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122409,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122410,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122411,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122412,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122413,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122414,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122415,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122416,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122417,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122418,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122419,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122420,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122421,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,100.0
122422,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122423,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122424,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122425,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122426,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122427,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122428,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122429,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,110.0
122430,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122431,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122432,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122433,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122434,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122435,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122436,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122437,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122438,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122439,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122440,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122441,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122442,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122443,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122444,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122445,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122446,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122447,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122448,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122449,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122450,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122451,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122452,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122453,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122454,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122455,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122456,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122457,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122458,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122459,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122460,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122461,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122462,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122463,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122464,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122465,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122466,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122467,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122468,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122469,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122470,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122471,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122472,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122473,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122474,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122475,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122476,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122477,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122478,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122479,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122480,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122481,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122482,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122483,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122484,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122485,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122486,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122487,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122488,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122489,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122490,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122491,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122492,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122493,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122494,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122495,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122496,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122497,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122498,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122499,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122500,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122501,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122502,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122503,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122504,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122505,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122506,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122507,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122508,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122509,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122510,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122511,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122512,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122513,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122514,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122515,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122516,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122517,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122518,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122519,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122520,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122521,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122522,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122523,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122524,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122525,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122526,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122527,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122528,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122529,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122530,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122531,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122532,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122533,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122534,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122535,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122536,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122537,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122538,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
122539,Intel Core i7-8700K,6,12,3700,NVIDIA GeForce GTX 1080 Ti,11000.0,1080,max,grandTheftAuto5,120.0
